20251025000001471578,159.20.160.95,TRANSFER,GB07QWYF03483396095653,GB91BARM77551283119225,467.08,Leah Allen
20251025000004891078,180.124.180.153,DEPOSIT,GB63WFBD32155483997296,NULL,783.09,Tammy Lindsey
20251025000006283578,21.251.64.162,WITHDRAWAL,GB43TRKJ90425260018999,NULL,-475.14,Patricia Walker
20251025000010395487,59.11.185.8,SCHEDULE,GB72GUPF65636505059872,GB05GNWA00287883850590,368.23,Ashlee Garcia
20251025000015516768,122.174.244.109,TRANSFER,GB89YMZW79129174543474,GB83WLBO03312329946328,72.8,Crystal Lopez
20251025000018966937,212.158.7.41,WITHDRAWAL,GB76EXMC92036972691630,NULL,-602.79,Chase Patrick
20251025000023581150,1.116.177.158,DEPOSIT,GB15ATBA08805077916961,NULL,420.41,Sarah Brown
20251025000024724602,39.82.42.96,TRANSFER,GB28DWMU68029728146149,GB59DWMS83942223583343,849.7,Chelsea Jones
20251025000025023392,215.88.189.20,NOOP,NOOP,NOOP,0,NOOP
20251025000025007989,134.65.75.82,TRANSFER,GB03YTJW02499675206914,GB47SKSA22373214817049,440.16,Bryan Robinson
20251025000030101721,20.156.153.154,SCHEDULE,GB44SQZR96323429189927,GB44VMVM84999831365889,642.74,Kathleen Krause
20251025000032286840,195.246.24.198,NULL,NULL,NULL,0,NULL
20251025000037871347,202.88.61.190,NULL,NULL,NULL,0,NULL
20251025000037937700,154.213.74.123,WITHDRAWAL,GB63JXPG74131627331135,NULL,-877.97,Joshua Haynes
20251025000039074009,130.41.111.195,NOOP,NOOP,NOOP,0,NOOP
20251025000041247672,47.165.189.121,WITHDRAWAL,GB97LYMX96501811663908,NULL,-615.23,Lisa Hoover
20251025000042637729,114.21.131.128,BALANCE,GB56KBXQ85255022633719,NULL,0,Brian Cruz
20251025000045368470,213.80.68.81,NULL,NULL,NULL,0,NULL
20251025000048606373,104.228.44.34,DEPOSIT,GB77GHOP52366909413928,NULL,679.64,Jeremiah Melendez
20251025000049353195,78.4.25.161,NULL,NULL,NULL,0,NULL
20251025000050530783,213.250.41.244,SCHEDULE,GB33TDJR73589763179363,GB19GDUS77112384026630,425.75,Raymond Dorsey
20251025000050031051,18.20.84.109,NULL,NULL,NULL,0,NULL
20251025000052848774,60.213.200.36,BALANCE,GB79WPDL81259968321545,NULL,0,David Ferguson
20251025000057800850,133.44.111.235,TRANSFER,GB58NXAR94130014484993,GB18WDER93486955452619,211.14,Mike Rodriguez
20251025000057235687,73.197.112.186,BALANCE,GB24PKZW39161744087226,NULL,0,Susan Gonzales
20251025000103117895,218.152.99.100,NULL,NULL,NULL,0,NULL
20251025000107288616,190.53.214.156,BALANCE,GB39QQER72100082763874,NULL,0,Michael Harvey
20251025000108276109,19.184.241.174,SCHEDULE,GB17IGLR30673732634542,GB85GYWV06503958080886,86.52,Michael Harmon
20251025000113271818,83.251.250.236,TRANSFER,GB35JLZQ10842412149548,GB13ULMB34473778628961,209.88,Amy Obrien
20251025000115379186,204.193.190.194,NOOP,NOOP,NOOP,0,NOOP
20251025000116364623,144.246.8.254,BALANCE,GB74CSNP87548291619500,NULL,0,Adriana Gay
20251025000120956408,118.62.135.241,WITHDRAWAL,GB29APXG91615161681364,NULL,-621.61,Bradley Collins
20251025000122445750,207.61.80.193,NULL,NULL,NULL,0,NULL
20251025000124634476,208.129.233.143,DEPOSIT,GB96EQVP50134466652054,NULL,835.3,Christopher Moore
20251025000124874772,215.191.155.7,NULL,NULL,NULL,0,NULL
20251025000126630925,139.237.82.111,NULL,NULL,NULL,0,NULL
20251025000126387853,183.24.121.171,BALANCE,GB53PJJQ65371164471780,NULL,0,Amanda Craig
20251025000130872633,85.20.67.209,NOOP,NOOP,NOOP,0,NOOP
20251025000133839542,40.170.226.135,WITHDRAWAL,GB90ANPS79539750715503,NULL,-690.05,Brandi Owens
20251025000134286154,210.203.138.69,DEPOSIT,GB36VAEM69019310095416,NULL,991.19,Katherine Sanchez DVM
20251025000136237151,77.111.87.6,DEPOSIT,GB96BPEI18820043139860,NULL,211.68,Brian Mullins
20251025000138110846,216.154.249.91,NOOP,NOOP,NOOP,0,NOOP
20251025000143577972,166.152.96.196,TRANSFER,GB35LSQY45749121715156,GB67ZMUR25271901127243,37.76,Glenda Elliott
20251025000145566940,217.28.118.208,BALANCE,GB65PNCP72345226916076,NULL,0,Elizabeth Kelly
20251025000146976765,130.127.192.47,WITHDRAWAL,GB25NIXI70083194388075,NULL,-862.87,Denise King
20251025000149330757,157.199.104.145,NOOP,NOOP,NOOP,0,NOOP
20251025000151116653,48.179.61.84,DEPOSIT,GB70KOHB26999375885460,NULL,261.44,Lisa Orr
20251025000153317531,52.92.221.72,DEPOSIT,GB75QFNW09214381812977,NULL,981.98,Ryan Warren
20251025000154764392,155.103.27.78,TRANSFER,GB90AGIA73301762042799,GB94VCUB59951640687097,671.24,David Spencer
20251025000155217409,161.25.153.10,WITHDRAWAL,GB52YFQQ42024529662433,NULL,-880.14,Kim Lewis
20251025000157561956,148.121.103.115,WITHDRAWAL,GB14WKST92262457598694,NULL,-295.48,Teresa Boyd
20251025000157715262,146.74.35.155,WITHDRAWAL,GB50NBLR63577986729179,NULL,-849.18,Tyler Mitchell DVM
20251025000158237435,140.81.196.79,NULL,NULL,NULL,0,NULL
20251025000159198521,191.172.23.11,WITHDRAWAL,GB52QRHD02498344793658,NULL,-997.36,Haley Ford
20251025000201824476,167.195.91.185,NOOP,NOOP,NOOP,0,NOOP
20251025000202636131,108.187.242.69,DEPOSIT,GB39PCUU55093819480227,NULL,523.13,Jacqueline Berger
20251025000204708627,185.53.240.254,NOOP,NOOP,NOOP,0,NOOP
20251025000206942286,223.219.223.204,NULL,NULL,NULL,0,NULL
20251025000208355200,195.207.238.9,BALANCE,GB48PYVF39573087149307,NULL,0,Robin Weiss
20251025000210836236,222.98.222.131,NOOP,NOOP,NOOP,0,NOOP
20251025000215886110,197.42.200.199,SCHEDULE,GB23UFHS52014393317720,GB41LOAK76077736801953,107.45,Eric Stark
20251025000220190641,185.169.158.46,TRANSFER,GB71EXDE52485976005327,GB06FPQI42336733144442,294.53,Phillip Hughes
20251025000222598510,157.71.138.104,DEPOSIT,GB58GTIU11461282482117,NULL,821.06,Larry Sanchez
