20251022000002412476,145.196.32.195,BALANCE,GB19GGRY21807231042124,NULL,0,Jeffrey Ramos
20251022000002862522,118.148.234.173,BALANCE,GB16ZEZY56773148073548,NULL,0,Kathleen Deleon
20251022000003997558,81.155.27.215,NOOP,NOOP,NOOP,0,NOOP
20251022000008018112,18.216.131.127,TRANSFER,GB28WWEI09879351861697,GB48ZQUE13070321381096,76.52,Christopher Morton
20251022000013290730,210.68.65.150,DEPOSIT,GB38FVOB80591077094612,NULL,764.95,Nathan Hooper
20251022000014241209,161.40.62.7,BALANCE,GB09OXKY50855014482537,NULL,0,Thomas Pena
20251022000018999230,150.247.190.43,TRANSFER,GB89HBUL15755271498821,GB50GFHM23507822457355,354.67,Angela Wood
20251022000018809786,195.190.59.225,NULL,NULL,NULL,0,NULL
20251022000019245011,141.60.143.7,NULL,NULL,NULL,0,NULL
20251022000020835348,164.179.143.216,NULL,NULL,NULL,0,NULL
20251022000020134858,153.192.253.50,NOOP,NOOP,NOOP,0,NOOP
20251022000025426596,219.42.142.74,BALANCE,GB91APLG45257726453326,NULL,0,Brent Kennedy
20251022000029005734,80.215.167.166,SCHEDULE,GB13IBOB66759741219377,GB94OBVL43567734079175,420.46,Katrina Mclean
20251022000029249775,111.17.82.54,NULL,NULL,NULL,0,NULL
20251022000029470336,139.105.37.244,WITHDRAWAL,GB83LAOZ98953818849841,NULL,-708.6,Catherine Diaz
20251022000033171424,134.177.84.87,BALANCE,GB32BBUF40041844438997,NULL,0,Christy Young
20251022000035241550,94.175.187.23,SCHEDULE,GB26OVEM30613397424880,GB51CGCO29914068654860,464.16,Scott Byrd
20251022000038703663,174.86.114.184,TRANSFER,GB07CIFO74611556183691,GB32RESV74824771140730,604.66,Karen Melendez
20251022000040828435,81.229.212.170,DEPOSIT,GB60NKFD26541286443602,NULL,649.72,Sara Ford
20251022000044715558,147.182.143.211,NULL,NULL,NULL,0,NULL
20251022000048439857,187.80.209.103,DEPOSIT,GB30WTZO84099272042281,NULL,295.3,Charles Hudson
20251022000050908650,193.224.176.228,BALANCE,GB21HCUX33767204090578,NULL,0,Eric Wilson
20251022000051145160,215.188.150.179,NULL,NULL,NULL,0,NULL
