20251021000002286235,51.112.141.248,TRANSFER,GB88ZULL05860434374558,GB46CMWW21840746923318,224.43,Peter Jones
20251021000005472522,199.244.161.1,BALANCE,GB11OAEM74711388827384,NULL,0,Robert Powell
20251021000008531410,209.37.184.33,SCHEDULE,GB68BZGP36420242163572,GB30XAMK00506895215659,444.25,Scott Thompson
20251021000012257636,193.120.255.112,BALANCE,GB11MDRI00589019415352,NULL,0,Richard Castro
20251021000015931598,148.152.137.118,SCHEDULE,GB31LIZU61305936012670,GB25AHWC14005129958912,89.76,Pamela Wilson
20251021000016944232,193.69.225.74,BALANCE,GB09XGOC37819570489118,NULL,0,Robert Cox
20251021000018373253,148.85.186.88,NOOP,NOOP,NOOP,0,NOOP
20251021000022359047,143.2.79.254,WITHDRAWAL,GB29MEKJ59440605709977,NULL,-159.71,Tanner Walker
20251021000025087074,217.225.232.33,SCHEDULE,GB85DCWW55617593598408,GB08VJFE73501033254279,584.42,Charles Wilson
20251021000025094490,95.204.70.181,SCHEDULE,GB31SOIQ78274706527003,GB12OSAB77748018698019,700.87,April Bradley
20251021000027216500,23.101.125.180,WITHDRAWAL,GB93STNT37661378420192,NULL,-381.42,Scott Long
20251021000029306513,157.6.252.142,BALANCE,GB34UHYA51737528291104,NULL,0,Michele Rodriguez
20251021000033555025,213.152.219.196,WITHDRAWAL,GB96LOBV37086753958061,NULL,-392.22,Miss Connie Strong
20251021000035516610,176.127.80.92,NOOP,NOOP,NOOP,0,NOOP
20251021000037565026,203.225.130.148,SCHEDULE,GB42RVWV23620765818028,GB06RUSG18117101654007,724.88,Mario Conway
20251021000042603744,131.58.11.251,TRANSFER,GB71VDIA36576051602301,GB78EZHD07885564986048,804.49,Michael Ball
20251021000047818109,198.84.53.186,NULL,NULL,NULL,0,NULL
20251021000047902950,220.149.159.189,SCHEDULE,GB33SREM00835652429539,GB81IYAD75496371419456,200.2,Jonathan Brooks
20251021000048524709,35.14.178.112,SCHEDULE,GB34DVFH40600065254616,GB92VHAK51778507742138,414.12,Austin Hughes
20251021000049330302,66.148.156.180,SCHEDULE,GB33DJGM52833468457520,GB36NKQD11466339816343,853.7,Jonathan Jones
20251021000054702302,206.209.56.185,NOOP,NOOP,NOOP,0,NOOP
20251021000056546331,219.190.202.154,BALANCE,GB58KWAC89770024565584,NULL,0,Jason Stevenson
20251021000057103930,120.127.189.7,SCHEDULE,GB49UMXX74806721439217,GB89YVPI54777379117302,931.44,Anna Edwards
20251021000100491285,137.120.25.158,NOOP,NOOP,NOOP,0,NOOP
20251021000103467540,188.119.80.115,BALANCE,GB98JTLC59493792203952,NULL,0,Brenda Ayala
20251021000105544189,117.232.27.47,NOOP,NOOP,NOOP,0,NOOP
20251021000105223065,154.236.29.12,NOOP,NOOP,NOOP,0,NOOP
20251021000108305362,142.204.89.16,NULL,NULL,NULL,0,NULL
20251021000113506740,203.210.179.114,BALANCE,GB61PKVK66901539585516,NULL,0,Patricia Hayden
20251021000114827115,205.207.4.188,NOOP,NOOP,NOOP,0,NOOP
20251021000118902826,105.19.180.125,TRANSFER,GB16NXHV32832230843108,GB64WGYE71353001824763,119.72,Daniel Alvarez
20251021000120333278,40.126.60.216,DEPOSIT,GB49XEMD20915613027523,NULL,548.44,Kayla Jensen
20251021000125891014,23.216.142.23,BALANCE,GB85COHV34477589996485,NULL,0,Michael Marquez
20251021000129536697,199.16.186.198,DEPOSIT,GB57EGZP93526680304088,NULL,585.88,Justin Morgan
20251021000134690418,160.76.99.193,WITHDRAWAL,GB56ENRC75137661633587,NULL,-102.35,John Thomas
20251021000134696158,214.106.187.248,NOOP,NOOP,NOOP,0,NOOP
20251021000139321962,153.37.15.196,WITHDRAWAL,GB64VRTL33915555668052,NULL,-937.98,Deanna Morales
20251021000143149442,202.213.76.6,BALANCE,GB31QQKO83297627836999,NULL,0,Harry Acevedo
20251021000146352962,40.181.96.122,DEPOSIT,GB56XTDV21190677146508,NULL,252.89,Allison Allen
20251021000151040316,192.89.157.74,NULL,NULL,NULL,0,NULL
20251021000156036966,192.5.100.71,NULL,NULL,NULL,0,NULL
20251021000159825686,144.133.48.230,WITHDRAWAL,GB37XUHQ36893478714931,NULL,-725.22,Diane Baker
20251021000200824669,174.214.214.60,NOOP,NOOP,NOOP,0,NOOP
20251021000204171430,212.17.133.81,BALANCE,GB85DIXV72403797655431,NULL,0,Laura Edwards
20251021000205483704,184.187.13.47,SCHEDULE,GB65OTIO01873600036032,GB05WJJL98640028198427,545.51,Deborah Arroyo
20251021000210173381,148.234.228.14,NULL,NULL,NULL,0,NULL
20251021000213886544,48.0.60.178,TRANSFER,GB67SGEP40033254278745,GB08TJJU10134236975165,895.45,Angela Clements
20251021000217981363,92.102.148.101,WITHDRAWAL,GB29RFZI14698289906596,NULL,-215.55,Gregg Gutierrez
20251021000222077268,206.216.195.131,SCHEDULE,GB73HLHO83392434822925,GB31YEYP66576206442660,947.39,Michelle Howe
20251021000223739704,162.209.59.165,SCHEDULE,GB02HIJV73660626841025,GB14UDPT13608586384555,755.5,Amy Black
20251021000224863399,207.10.202.123,NOOP,NOOP,NOOP,0,NOOP
20251021000228930001,208.242.2.12,DEPOSIT,GB48DAHS82146460773170,NULL,772.96,Joseph Monroe
20251021000230279555,200.234.141.9,DEPOSIT,GB90QSWJ39663884236582,NULL,430.29,Ivan Reeves
20251021000235145294,211.47.72.253,NOOP,NOOP,NOOP,0,NOOP
20251021000238980180,15.84.145.43,TRANSFER,GB43VBNF74009237141404,GB28WPQJ35896917826903,785.25,Jessica Lopez
20251021000241363525,182.253.63.218,DEPOSIT,GB07ITKP72638299549357,NULL,655.58,Stacy Rivers
20251021000244445810,197.101.74.168,TRANSFER,GB03FZVT93336082187907,GB03UEXV48731791955759,864.69,Rebecca Schmidt
20251021000246795750,55.71.234.219,DEPOSIT,GB16JHVC34319457000442,NULL,799.51,Stephanie Jones
20251021000251126417,194.177.53.90,BALANCE,GB06TXDP96833629407556,NULL,0,Patrick Smith
20251021000253627506,159.175.218.227,NULL,NULL,NULL,0,NULL
20251021000253741226,159.151.26.150,DEPOSIT,GB70OWOK49783639395768,NULL,17.55,Danielle Sanchez PhD
20251021000257602902,15.85.212.163,BALANCE,GB77CHLF10942514049896,NULL,0,Charles Baxter
20251021000304412946,170.3.223.112,SCHEDULE,GB11WNFW31447456147096,GB72PAPY70315316804322,170.43,Katherine Houston
20251021000309993193,171.204.204.21,TRANSFER,GB29AXSN44179156257811,GB72NDOZ56869476674278,362.47,Kendra Kelly
20251021000313439799,211.169.252.106,NOOP,NOOP,NOOP,0,NOOP
20251021000314108846,199.139.230.198,NOOP,NOOP,NOOP,0,NOOP
20251021000315280295,87.223.187.97,DEPOSIT,GB71QNIR43970452200233,NULL,429.41,Laura Morgan
20251021000320514834,211.102.116.238,SCHEDULE,GB77BDYJ31399633587888,GB63WUGI22738272128646,138.55,Christina Richard
20251021000322312704,90.127.252.107,WITHDRAWAL,GB92NNLS40637464152298,NULL,-348.3,Tracey Mcgee
20251021000323580129,165.149.248.194,DEPOSIT,GB72KATW38010733776156,NULL,915.68,Mathew Lee
20251021000328535448,214.233.13.101,DEPOSIT,GB59GGUC36868648181270,NULL,716.64,Jeffrey Roy
20251021000328548992,129.184.220.4,NULL,NULL,NULL,0,NULL
